parquet_column,parquet_type,app_equivalent,human_alias,app_type,code_map
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza rede geral de distribuição",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza poço profundo ou artesiano",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza poço raso, freático ou cacimba",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza fonte, nascente ou mina",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza carro-pipa",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza água da chuva armazenada",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza rios, açudes, córregos, lagos e igarapés",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Utiliza outra forma de abastecimento de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza rede geral de distribuição",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza poço profundo ou artesiano",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza poço raso, freático ou cacimba",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza fonte, nascente ou mina",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza carro-pipa",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza água da chuva armazenada",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza rios, açudes, córregos, lagos e igarapés",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Utiliza outra forma de abastecimento de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza rede geral de distribuição",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza poço profundo ou artesiano",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza poço raso, freático ou cacimba",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza fonte, nascente ou mina",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza carro-pipa",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza água da chuva armazenada",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza rios, açudes, córregos, lagos e igarapés",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Utiliza outra forma de abastecimento de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água chega encanada até dentro da casa, apartamento ou habitação",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água chega encanada, mas apenas ao terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água não chega encanada ao domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água chega encanada até dentro da casa, apartamento ou habitação",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água chega encanada, mas apenas ao terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água não chega encanada ao domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água chega encanada até dentro da casa, apartamento ou habitação",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água chega encanada, mas apenas ao terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água não chega encanada ao domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Apenas banheiro de uso comum a mais de um domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
